company_name,ISIN,bond_types,bond_destination,coupon_rate,maturity_date,bond_currency
Orange,XS2332687040,,International bonds,1.2%,11jul2034, EUR
Dassault Systemes,XS2332687040,Zero-coupon bonds,International bonds,0%,16sep2022, EUR (1096D)
Dassault Systemes,XS2332687040,Zero-coupon bonds,International bonds,0%,16sep2024, EUR (1827D)
Dassault Systemes,XS2332687040,,International bonds,0.125%,16sep2026, EUR
Dassault Systemes,XS2332687040,,International bonds,0.375%,16sep2029, EUR
Orange,XS2332687040,Zero-coupon bonds,International bonds,0%,4sep2026," EUR (158,  2557D)"
Orange,XS2332687040,,International bonds,0.5%,4sep2032, EUR
Orange,XS2332687040,,International bonds,1.375%,4sep2049, EUR
Engie,XS2332687040,Zero-coupon bonds,International bonds,0%,4mar2027, EUR (2738D)
RTE Reseau de Transport d'electricite,XS2332687040,Zero-coupon bonds,International bonds,0%,9sep2027, EUR (2922D)
RTE Reseau de Transport d'electricite,XS2332687040,Senior Unsecured,International bonds,1.125%,9sep2049, EUR
Stellantis,XS2332687040,,International bonds,1.125%,18sep2029, EUR
Covivio (Fonciere des Regions),XS2332687040,Senior Unsecured,International bonds,1.125%,17sep2031, EUR
Worldline,XS2332687040,Senior Unsecured,International bonds,0.250%,18sep2024, EUR
Renault,XS2332687040,Senior Unsecured,International bonds,1.13%,4oct2027, EUR
SUEZ,XS2332687040,,International bonds,0.5%,14oct2031, EUR
Alstom,XS2332687040,Senior Unsecured,International bonds,0.25%,14oct2026, EUR
Engie,XS2332687040,Senior Unsecured,International bonds,0.5%,24oct2030, EUR
Engie,XS2332687040,Senior Unsecured,International bonds,1.25%,24oct2041, EUR
Pernod Ricard,XS2332687040,Senior Unsecured,International bonds,0.5%,24oct2027, EUR
Pernod Ricard,XS2332687040,Senior Unsecured,International bonds,0.875%,24oct2031, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,0.875%,29mar2032, EUR
Ceetrus,XS2332687040,Green bonds,International bonds,2.750%,26nov2026, EUR
ESSILORLUXOTTICA,XS2332687040,Zero-coupon bonds,International bonds,0%,27may2023," EUR (A,  1277D)"
ESSILORLUXOTTICA,XS2332687040,,International bonds,0.125%,27may2025, EUR
ESSILORLUXOTTICA,XS2332687040,,International bonds,0.375%,27nov2027, EUR
ESSILORLUXOTTICA,XS2332687040,,International bonds,0.750%,27nov2031, EUR
Arkema,XS2332687040,,International bonds,0.75%,3dec2029, EUR
Electricite de France (EDF),XS2332687040,,International bonds,2%,9dec2049, EUR
Veolia Environnement,XS2332687040,,International bonds,0.664%,15jan2031, EUR
APRR,XS2332687040,Zero-coupon bonds,International bonds,0%,20jan2023," EUR (23,  1096D)"
Thales,XS2332687040,,International bonds,0.25%,29jan2027, EUR
LVMH Moet Hennessy Louis Vuitton,XS2332687040,Floating rate,International bonds,FRN,11feb2022, EUR (148)
LVMH Moet Hennessy Louis Vuitton,XS2332687040,Zero-coupon bonds,International bonds,0%,11feb2024, EUR (149)
LVMH Moet Hennessy Louis Vuitton,XS2332687040,Zero-coupon bonds,International bonds,0%,11feb2026, EUR (150)
LVMH Moet Hennessy Louis Vuitton,XS2332687040,,International bonds,0.125%,11feb2028, EUR (151)
LVMH Moet Hennessy Louis Vuitton,XS2332687040,,International bonds,0.375%,11feb2031, EUR (152)
Terega SAS,XS2332687040,,International bonds,0.625%,27feb2028, EUR
Schneider Electric,XS2332687040,,International bonds,0.25%,11mar2029, EUR (26)
Danone,XS2332687040,,International bonds,0.571%,17mar2027, EUR
Engie,XS2332687040,,International bonds,1.375%,27mar2025, EUR
Engie,XS2332687040,Green bonds,International bonds,1.750%,27mar2028, EUR
Engie,XS2332687040,Green bonds,International bonds,2.125%,30mar2032, EUR
Sanofi,XS2332687040,,International bonds,1%,1apr2025, EUR
Sanofi,XS2332687040,,International bonds,1.5%,1apr2030, EUR
Carrefour,XS2332687040,,International bonds,2.625%,15dec2027, EUR
SUEZ,XS2332687040,,International bonds,1.25%,2apr2027, EUR
Air Liquide Finance,XS2332687040,,International bonds,1%,2apr2025, EUR (37)
Air Liquide Finance,XS2332687040,,International bonds,1.375%,2apr2030, EUR (38)
Aeroports de Paris,XS2332687040,,International bonds,2.125%,2oct2026, EUR
Aeroports de Paris,XS2332687040,Senior Unsecured,International bonds,2.75%,2apr2030, EUR
Orange,XS2332687040,,International bonds,1.25%,7jul2027, EUR
Orange,XS2332687040,,International bonds,1.625%,7apr2032, EUR
LVMH Moet Hennessy Louis Vuitton,XS2332687040,,International bonds,0.75%,7apr2025, EUR
APRR,XS2332687040,,International bonds,1.25%,14jan2027, EUR
Pernod Ricard,XS2332687040,,International bonds,1.125%,7apr2025, EUR
Pernod Ricard,XS2332687040,,International bonds,1.75%,8apr2030, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,2.125%,9apr2025, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,2.625%,9apr2030, EUR
Schneider Electric,XS2332687040,,International bonds,1%,9apr2027, EUR
SNCF,XS2332687040,Green bonds,International bonds,0.625%,17apr2030, EUR (2)
Bouygues,XS2332687040,,International bonds,1.125%,24jul2028, EUR
Veolia Environnement,XS2332687040,,International bonds,1.25%,15apr2028, EUR
Capgemini,XS2332687040,,International bonds,1.25%,15apr2022, EUR
Capgemini,XS2332687040,,International bonds,1.625%,15apr2026, EUR
Capgemini,XS2332687040,,International bonds,2%,15apr2029, EUR
Capgemini,XS2332687040,,International bonds,2.375%,15apr2032, EUR
JCDecaux,XS2332687040,,International bonds,2%,24oct2024, EUR
JCDecaux,XS2332687040,,International bonds,2.625%,24apr2028, EUR
Auchan,XS2332687040,,International bonds,2.875%,29jan2026, EUR
Holding de Infrastructures de Transport S.A.S.,XS2332687040,,International bonds,2.5%,4may2027, EUR
Klepierre,XS2332687040,Senior Unsecured,International bonds,2%,12may2029, EUR
Kering,XS2332687040,Senior Unsecured,International bonds,0.25%,13may2023, EUR
Kering,XS2332687040,Senior Unsecured,International bonds,0.75%,13may2028, EUR
SUEZ,XS2332687040,,International bonds,1.25%,14may2035, EUR
Cofiroute,XS2332687040,,International bonds,1%,19may2031, EUR (4)
Stellantis,XS2332687040,Senior Secured,International bonds,2.75%,15may2026, EUR
Thales,XS2332687040,Senior Unsecured,International bonds,1%,15may2028, EUR
Legrand,XS2332687040,,International bonds,0.75%,20may2030, EUR
Societe Fonciere Lyonnaise,XS2332687040,,International bonds,1.5%,5jun2027, EUR
ESSILORLUXOTTICA,XS2332687040,,International bonds,0.25%,5jan2024, EUR
ESSILORLUXOTTICA,XS2332687040,,International bonds,0.375%,5jan2026, EUR
ESSILORLUXOTTICA,XS2332687040,,International bonds,0.5%,5jun2028, EUR (11)
Danone,XS2332687040,,International bonds,0.395%,10jun2029, EUR (120)
Veolia Environnement,XS2332687040,,International bonds,0.8%,15jan2032, EUR
Engie,XS2332687040,,International bonds,0.375%,11jun2027, EUR
Schneider Electric,XS2332687040,Zero-coupon bonds,International bonds,0%,12jun2023, EUR
Edenred,XS2332687040,,International bonds,1.375%,18jun2029, EUR
Capgemini,XS2332687040,,International bonds,0.625%,23jun2025, EUR
Capgemini,XS2332687040,,International bonds,1.125%,23jun2030, EUR
Covivio (Fonciere des Regions),XS2332687040,Senior Unsecured,International bonds,1.125%,17sep2031, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,2%,29jun2032, EUR
Worldline,XS2332687040,,International bonds,0.5%,30jun2023, EUR (1)
Worldline,XS2332687040,,International bonds,0.875%,30jun2027, EUR (2)
Mercialys,XS2332687040,,International bonds,4.625%,7jul2027, EUR
Aeroports de Paris,XS2332687040,,International bonds,1%,5jan2029, EUR
Aeroports de Paris,XS2332687040,,International bonds,1.5%,2jul2032, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,0.625%,8jul2032, EUR (21)
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,1.125%,8jul2040, EUR (22)
Auchan,XS2332687040,,International bonds,3.25%,23jul2027, EUR
APRR,XS2332687040,,International bonds,0.125%,18jan2029, EUR
Orange,XS2332687040,,International bonds,0.125%,16sep2029, EUR
Thales,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,26mar2026, EUR (1946D)
Eutelsat,XS2332687040,,International bonds,1.5%,13oct2028, EUR
Arkema,XS2332687040,,International bonds,0.125%,14oct2026, EUR
SNCF,XS2332687040,,International bonds,0.875%,28feb2051, EUR (8)
Michelin,XS2332687040,Zero-coupon bonds,International bonds,0%,2nov2028, EUR (2922D)
Michelin,XS2332687040,,International bonds,0.25%,2nov2032, EUR
Michelin,XS2332687040,,International bonds,0.625%,2nov2040, EUR
Klepierre,XS2332687040,,International bonds,0.875%,17feb2031, EUR
VINCI SA,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,27nov2028, EUR (2922D)
Teleperformance,XS2332687040,Senior Unsecured,International bonds,0.25%,26nov2027, EUR
CARMILA,XS2332687040,Senior Unsecured,International bonds,1.625%,30may2027, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,0.625%,4may2027, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,1.375%,4dec2031, EUR
Altarea,XS2332687040,,International bonds,1.75%,16jan2030, EUR
Alstom,XS2332687040,Zero-coupon bonds,International bonds,0%,11jan2029, EUR (2922D)
Veolia Environnement,XS2332687040,Zero-coupon bonds,International bonds,0%,14jan2027, EUR (2191D)
SUEZ,XS2332687040,Zero-coupon bonds,International bonds,0%,9jun2026, EUR (1918D)
Safran S.A.,XS2332687040,,International bonds,0.75%,17mar2031, EUR
Safran S.A.,XS2332687040,,International bonds,0.125%,16mar2026, EUR
CARMILA,XS2332687040,,International bonds,1.625%,1apr2029, EUR
Electricite de France (EDF),XS2332687040,Senior Unsecured,International bonds,5.625%,21feb2033, EUR
Holding de Infrastructures de Transport S.A.S.,XS2332687040,Senior Unsecured,International bonds,4.875%,27oct2021, EUR
SNCF,XS2332687040,Senior Unsecured,International bonds,4.875%,12jun2023, EUR
SNCF,XS2332687040,Senior Unsecured,International bonds,4.625%,2feb2024, EUR
Total,XS2332687040,Senior Unsecured,International bonds,5.125%,26mar2024, EUR
SNCF,XS2332687040,Senior Unsecured,International bonds,4.125%,19feb2025, EUR
Orange,XS2332687040,Senior Unsecured,International bonds,3.375%,16sep2022, EUR
Total,XS2332687040,Senior Unsecured,International bonds,3.125%,16sep2022, EUR
Orange,XS2332687040,Senior Unsecured,International bonds,2.5%,1mar2023, EUR
Total,XS2332687040,Senior Unsecured,International bonds,2.125%,15mar2023, EUR
Total,XS2332687040,Senior Unsecured,International bonds,2.125%,19nov2021, EUR
Total,XS2332687040,Senior Unsecured,International bonds,2.875%,19nov2025, EUR
Unibail-Rodamco SE,XS2332687040,"Green bonds, Senior Unsecured",International bonds,2.5%,26feb2024, EUR
Total,XS2332687040,Senior Unsecured,International bonds,2.5%,25mar2026, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,2.5%,4jun2026, EUR
Sodexo,XS2332687040,Senior Unsecured,International bonds,1.75%,24jan2022, EUR
Sodexo,XS2332687040,Senior Unsecured,International bonds,2.5%,24jun2026, EUR
Holding de Infrastructures de Transport S.A.S.,XS2332687040,Senior Unsecured,International bonds,2.25%,24mar2025, EUR
WPP,XS2332687040,Senior Unsecured,International bonds,2.25%,22sep2026, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,1.375%,17oct2022, EUR
Total,XS2332687040,Senior Unsecured,International bonds,1.375%,19mar2025, EUR
Unibail-Rodamco SE,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1%,14mar2025, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,1.375%,15apr2030, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,1.375%,9mar2026, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,1.125%,28apr2027, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,2%,28apr2036, EUR
Orange,XS2332687040,Senior Unsecured,International bonds,1%,12may2025, EUR
AXA,XS2332687040,Senior Unsecured,International bonds,1.125%,15may2028, EUR
Thales,XS2332687040,Senior Unsecured,International bonds,0.75%,7jun2023, EUR
Total,XS2332687040,Senior Unsecured,International bonds,0.25%,12jul2023, EUR
Total,XS2332687040,Senior Unsecured,International bonds,0.75%,12jul2028, EUR
Sodexo,XS2332687040,Senior Unsecured,International bonds,0.75%,14apr2027, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,0.875%,21feb2025, EUR
SNCF,XS2332687040,Senior Unsecured,International bonds,1.5%,2feb2029, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,1.5%,22feb2028, EUR
Compagnie De St-Gobain,XS2332687040,Senior Unsecured,International bonds,1%,17mar2025, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,1.5%,29may2029, EUR
Unibail-Rodamco SE,XS2332687040,Senior Unsecured,International bonds,2%,29may2037, EUR
Compagnie De St-Gobain,XS2332687040,Senior Unsecured,International bonds,1.375%,14jun2027, EUR
Total,XS2332687040,Senior Unsecured,International bonds,0.625%,4oct2024, EUR
Total,XS2332687040,Senior Unsecured,International bonds,1.375%,4oct2029, EUR
Cie De Saint-Gobain,XS2332687040,Senior Unsecured,International bonds,1.125%,23mar2026, EUR
Sodexo,XS2332687040,,International bonds,1.125%,22may2025, EUR
Total,XS2332687040,Senior Unsecured,International bonds,1.491%,4sep2030, EUR
Total,XS2332687040,Senior Unsecured,International bonds,1.023%,4mar2027, EUR
Cie De Saint-Gobain,XS2332687040,Senior Unsecured,International bonds,0.875%,21sep2023, EUR
Cie De Saint-Gobain,XS2332687040,Senior Unsecured,International bonds,1.875%,21sep2028, EUR
Schlumberger Holdings Corporation,XS2332687040,Senior Unsecured,International bonds,1%,18feb2026, EUR
Cie De Saint-Gobain,XS2332687040,Senior Unsecured,International bonds,0.625%,15mar2024, EUR
Cie De Saint-Gobain,XS2332687040,Senior Unsecured,International bonds,1.875%,15mar2031, EUR
Total,XS2332687040,Senior Unsecured,International bonds,1.535%,31may2039, EUR
Total,XS2332687040,Senior Unsecured,International bonds,0.696%,31may2028, EUR
Cie De Saint-Gobain,XS2332687040,Senior Unsecured,International bonds,1.75%,3apr2023, EUR
Cie De Saint-Gobain,XS2332687040,Senior Unsecured,International bonds,2.375%,4oct2027, EUR
Total,XS2332687040,Senior Secured,International bonds,1.491%,8apr2027, EUR
Total,XS2332687040,Senior Secured,International bonds,1.994%,8apr2032, EUR
Sodexo,XS2332687040,Senior Unsecured,International bonds,0.75%,27apr2025, EUR
Sodexo,XS2332687040,Senior Unsecured,International bonds,1%,27apr2029, EUR
Firmenich International,XS2332687040,Senior Unsecured,International bonds,1.375%,30oct2026, EUR
Firmenich International,XS2332687040,Senior Unsecured,International bonds,1.75%,30apr2030, EUR
WPP,XS2332687040,Senior Unsecured,International bonds,2.375%,19may2027, EUR
Total,XS2332687040,Senior Unsecured,International bonds,1.618%,18may2040, EUR
Total,XS2332687040,Senior Unsecured,International bonds,0.952%,18may2031, EUR
Sodexo,XS2332687040,Senior Unsecured,International bonds,0.5%,17jan2024, EUR
Sodexo,XS2332687040,Senior Unsecured,International bonds,1%,17jul2028, EUR
Holding de Infrastructures de Transport S.A.S.,XS2332687040,Senior Unsecured,International bonds,1.625%,18sep2029, EUR
Autostrade,XS2332687040,,International bonds,1.625%,12jun2023, EUR
Enel,XS2332687040,,International bonds,5.25%,29sep2023, EUR
Enel,XS2332687040,Senior Unsecured,International bonds,5.250%,20may2024, EUR
Atlantia,XS2332687040,Senior Unsecured,International bonds,5.875%,9jun2024, EUR
Terna SPA,XS2332687040,Senior Unsecured,International bonds,4.90%,28oct2024, EUR
Leonardo,XS2332687040,Senior Unsecured,International bonds,4.875%,24mar2025, EUR
Enel,XS2332687040,Senior Unsecured,International bonds,5.625%,21jun2027, EUR
Enel,XS2332687040,Senior Unsecured,International bonds,5%,14sep2022, EUR
Assicurazioni Generali,XS2332687040,Senior Unsecured,International bonds,5.125%,16sep2024, EUR
Leonardo,XS2332687040,Senior Unsecured,International bonds,5.250%,21jan2022, EUR
Telecom Italia (TIM),XS2332687040,Senior Unsecured,International bonds,5.250%,10feb2022, EUR
Atlantia,XS2332687040,Senior Unsecured,International bonds,4.375%,16sep2025, EUR
Enel,XS2332687040,Senior Unsecured,International bonds,5%,12jul2021, EUR
Snam,XS2332687040,Senior Unsecured,International bonds,5.250%,19sep2022, EUR
Enel,XS2332687040,Senior Unsecured,International bonds,4.875%,17apr2023, EUR
Hera,XS2332687040,Senior Unsecured,International bonds,5.20%,29jan2028, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,3.25%,10jul2023, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,3.75%,12sep2025, EUR
Hera,XS2332687040,,International bonds,3.25%,4oct2021, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,2.625%,22nov2021, EUR
Ferrovie dello Stato,XS2332687040,Senior Unsecured,International bonds,3.5%,13dec2021, EUR
A2A,XS2332687040,Senior Unsecured,International bonds,3.625%,13jan2022, EUR
Snam,XS2332687040,,International bonds,3.25%,22jan2024, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,3.625%,29jan2029, EUR
Luxottica,XS2332687040,Senior Unsecured,International bonds,2.625%,10feb2024, EUR
Hera,XS2332687040,Green bonds,International bonds,2.375%,4jul2024, EUR
Iren S.p.A.,XS2332687040,,International bonds,3%,14jul2021, EUR
Acea,XS2332687040,Senior Unsecured,International bonds,2.625%,15jul2024, EUR
2i rete gas,XS2332687040,Senior Unsecured,International bonds,3%,16jul2024, EUR
Exor NV,XS2332687040,Senior Unsecured,International bonds,2.5%,8oct2024, EUR
Snam,XS2332687040,,International bonds,1.5%,21apr2023, EUR
Telecom Italia (TIM),XS2332687040,Senior Unsecured,International bonds,3.25%,16jan2023, EUR
Enel,XS2332687040,Senior Unsecured,International bonds,1.966%,27jan2025, EUR
Terna SPA,XS2332687040,Senior Unsecured,International bonds,0.875%,2feb2022, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,1.5%,2feb2026, EUR
A2A,XS2332687040,,International bonds,1.75%,25feb2025, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,1.75%,18jan2024, EUR
Iren S.p.A.,XS2332687040,Senior Unsecured,International bonds,2.75%,2nov2022, EUR
Autostrade,XS2332687040,Senior Unsecured,International bonds,1.125%,4nov2021, EUR
Autostrade,XS2332687040,Senior Unsecured,International bonds,1.875%,4nov2025, EUR
Snam,XS2332687040,,International bonds,1.375%,19nov2023, EUR
Autostrade,XS2332687040,Senior Unsecured,International bonds,1.75%,26jun2026, EUR
Exor NV,XS2332687040,Senior Unsecured,International bonds,2.125%,2dec2022, EUR
Telecom Italia (TIM),XS2332687040,Senior Unsecured,International bonds,3.625%,19jan2024, EUR
Buzzi Unicem,XS2332687040,Senior Unsecured,International bonds,2.125%,28apr2023, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,0.75%,17may2022, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,1.625%,17may2028, EUR
Telecom Italia (TIM),XS2332687040,Senior Unsecured,International bonds,3.625%,25may2026, EUR
Enel,XS2332687040,Senior Unsecured,International bonds,1.375%,1jun2026, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,0.625%,19sep2024, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,1.125%,19sep2028, EUR
Telecom Italia (TIM),XS2332687040,Senior Unsecured,International bonds,3%,30sep2025, EUR
Terna SPA,XS2332687040,Senior Unsecured,International bonds,1%,11oct2028, EUR
Hera,XS2332687040,,International bonds,0.875%,14oct2026, EUR
Snam,XS2332687040,Senior Unsecured,International bonds,0.875%,25oct2026, EUR
Acea,XS2332687040,Senior Unsecured,International bonds,1%,24oct2026, EUR
Iren S.p.A.,XS2332687040,Senior Unsecured,International bonds,0.875%,4nov2024, EUR
Autostrade,XS2332687040,Senior Unsecured,International bonds,1.75%,1feb2027, EUR
Enel,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1%,16sep2024, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,1.5%,17jan2027, EUR
Telecom Italia (TIM),XS2332687040,Senior Unsecured,International bonds,2.5%,19jul2023, EUR
Italgas,XS2332687040,,International bonds,0.5%,19jan2022, EUR
Italgas,XS2332687040,Senior Unsecured,International bonds,1.625%,19jan2027, EUR
Snam,XS2332687040,,International bonds,1.25%,25jan2025, EUR
Atlantia,XS2332687040,Senior Unsecured,International bonds,1.625%,3feb2025, EUR
2i rete gas,XS2332687040,Senior Unsecured,International bonds,1.75%,28aug2026, EUR
Italgas,XS2332687040,Senior Unsecured,International bonds,1.125%,14mar2024, EUR
A2A,XS2332687040,,International bonds,1.25%,16mar2024, EUR
Leonardo,XS2332687040,Senior Unsecured,International bonds,1.5%,7jun2024, EUR
Aeroporti di Roma,XS2332687040,Senior Unsecured,International bonds,1.625%,8jun2027, EUR
Ferrovie dello Stato,XS2332687040,Senior Unsecured,International bonds,1.5%,27jun2025, EUR
Atlantia,XS2332687040,Senior Unsecured,International bonds,1.875%,13jul2027, EUR
Terna SPA,XS2332687040,Senior Unsecured,International bonds,1.375%,26jul2027, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,1%,14mar2025, EUR
Italgas,XS2332687040,Senior Unsecured,International bonds,1.625%,18jan2029, EUR
Autostrade,XS2332687040,Senior Unsecured,International bonds,1.875%,26sep2029, EUR
Telecom Italia (TIM),XS2332687040,Senior Unsecured,International bonds,2.375%,12oct2027, EUR
Covivio (Fonciere des Regions),XS2332687040,,International bonds,1.625%,17oct2024, EUR
Snam,XS2332687040,Senior Unsecured,International bonds,1.375%,25oct2027, EUR
A2A,XS2332687040,,International bonds,1.625%,19oct2027, EUR
Iren S.p.A.,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.5%,24oct2027, EUR
Esselunga,XS2332687040,Senior Unsecured,International bonds,0.875%,25oct2023, EUR
Esselunga,XS2332687040,Senior Unsecured,International bonds,1.875%,25oct2027, EUR
2i rete gas,XS2332687040,Senior Unsecured,International bonds,1.608%,31oct2027, EUR
Ferrovie dello Stato,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.875%,7dec2023, EUR
Enel,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.125%,16sep2026, EUR
Acea,XS2332687040,Senior Unsecured,International bonds,1.5%,8jun2027, EUR
Covivio (Fonciere des Regions),XS2332687040,,International bonds,2.375%,20feb2028, EUR
Telecom Italia (TIM),XS2332687040,Senior Unsecured,International bonds,2.875%,28jan2026, EUR
Terna SPA,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1%,23jul2023, EUR
2i rete gas,XS2332687040,Senior Unsecured,International bonds,2.195%,11sep2025, EUR
Snam,XS2332687040,Senior Unsecured,International bonds,1%,18sep2023, EUR
Iren S.p.A.,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.95%,19sep2025, EUR
Enel,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.5%,21jul2025, EUR
Snam,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.25%,28aug2025, EUR
Terna SPA,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1%,10apr2026, EUR
ERG SPA,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.875%,11apr2025, EUR
Acea,XS2332687040,Senior Unsecured,International bonds,1.75%,23may2028, EUR
Hera,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.875%,5jul2027, EUR
A2A,XS2332687040,Green bonds,International bonds,1%,16jul2029, EUR
Ferrovie dello Stato,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.125%,9jul2026, EUR
Italgas,XS2332687040,Senior Unsecured,International bonds,0.875%,24apr2030, EUR
Terna SPA,XS2332687040,Senior Unsecured,International bonds,0.125%,25jul2025, EUR (2019-2)
Snam,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,12may2024, EUR (1704D)
Snam,XS2332687040,Senior Unsecured,International bonds,1%,12sep2034, EUR
Iren S.p.A.,XS2332687040,Senior Unsecured,International bonds,0.875%,14oct2029, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,1%,11oct2034, EUR
Enel,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.125%,17oct2034, EUR
Enel,XS2332687040,"Green bonds, Zero-coupon bonds, Senior Unsecured",International bonds,0%,17jun2024, EUR (1705D)
Enel,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.375%,17jun2027, EUR
Radiotelevisione Italiana (RAI),XS2332687040,,International bonds,1.375%,4dec2024, EUR
Italgas,XS2332687040,Senior Unsecured,International bonds,1%,11dec2031, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,0.625%,23jan2030, EUR
Acea,XS2332687040,Senior Unsecured,International bonds,0.5%,6apr2029, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,1.25%,18may2026, EUR
Eni Spa,XS2332687040,Senior Unsecured,International bonds,2%,18may2031, EUR
Snam,XS2332687040,Senior Unsecured,International bonds,0.75%,17jun2030, EUR
Italgas,XS2332687040,Senior Unsecured,International bonds,0.25%,24jun2025, EUR
Iren S.p.A.,XS2332687040,Senior Unsecured,International bonds,1%,1jul2030, EUR
Leonardo,XS2332687040,Senior Unsecured,International bonds,2.375%,8jan2026, EUR
INWIT,XS2332687040,Senior Unsecured,International bonds,1.875%,8jul2026, EUR
Terna SPA,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.75%,24jul2032, EUR
ERG SPA,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.5%,11sep2027, EUR
Terna SPA,XS2332687040,Senior Unsecured,International bonds,0.375%,25sep2030, EUR
INWIT,XS2332687040,Senior Unsecured,International bonds,1.625%,21oct2028, EUR
A2A,XS2332687040,Senior Unsecured,International bonds,0.625%,28oct2032, EUR
Hera,XS2332687040,Senior Unsecured,International bonds,0.25%,3dec2030, EUR
Snam,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,7dec2028, EUR (2922D)
Poste Italiane,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,10dec2024, EUR (1461D)
Poste Italiane,XS2332687040,Senior Unsecured,International bonds,0.5%,10dec2028, EUR
Iren S.p.A.,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.25%,17jan2031, EUR
Acea,XS2332687040,"Green bonds, Zero-coupon bonds, Senior Unsecured",International bonds,0%,28sep2025, EUR (1704D)
Acea,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.25%,28jul2030, EUR
2i rete gas,XS2332687040,Senior Unsecured,International bonds,0.579%,29jan2031, EUR
Italgas,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,16feb2028, EUR (2556D)
Italgas,XS2332687040,Senior Unsecured,International bonds,0.5%,16feb2033, EUR
Snam,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,15aug2025, EUR (1642D)
Ferrovie dello Stato,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.375%,25mar2028, EUR
INWIT,XS2332687040,Senior Unsecured,International bonds,1.75%,19apr2031, EUR
