company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Senior Secured,Senior Unsecured,Zero-coupon bonds
Nestle S.A.,"Nestle S.A. is a Swiss transnational food and drink company headquartered in Vevey, Vaud, Switzerland. It has been the largest food company in the world, measured by revenues and other metrics, for 2014, 2015, and 2016. ...",Profile,corporate,Food industry,XS0826531120,International bonds,1.75%,"850,000,000 EUR","1,000 EUR",12sep2022, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Alliander,"The business units of Liander and Liandon make up the network company Alliander whose staff of around 7,000 are responsible for energy distribution in large areas of the Netherlands.",Profile,corporate,Power,XS0854759080,International bonds,2.25%,"400,000,000 EUR","1,000 EUR",14nov2022, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Wolters Kluwer,Wolters Kluwer,Borrower,corporate,Other sectors,XS0907301260,International bonds,2.875%,"700,000,000 EUR","1,000 EUR",21mar2023, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Nestle S.A.,"Nestle S.A. is a Swiss transnational food and drink company headquartered in Vevey, Vaud, Switzerland. It has been the largest food company in the world, measured by revenues and other metrics, for 2014, 2015, and 2016. ...",Profile,corporate,Food industry,XS0969795680,International bonds,2.125%,"500,000,000 EUR","1,000 EUR",10sep2021, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
ASML Holding,"ASML Holding N.V. (ASML) is a holding company, which operates through its subsidiaries. The Company is a provider of advanced technology systems for the semiconductor industry. It offers an integrated portfolio of lithography systems mainly for ...",Profile,corporate,Information and High Technologies,XS0972530561,International bonds,3.375%,"750,000,000 EUR","1,000 EUR",19sep2023, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Zapadoslovenska Energetika,Zapadoslovenska Energetika AS provides power distribution and transmission services.,Profile,corporate,Power,XS0979598462,International bonds,4%,"315,000,000 EUR","1,000 EUR",14oct2023, EUR,Slovakia,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Holcim Ltd,"Holcim Ltd (formerly LafargeHolcim Ltd) provides building materials. The Company produces and markets ready-mixed concrete, cement, clinker, and ad-mixtures, as well as provides consulting and engineering services in all areas of the cement manufacturing process. LafargeHolcim ...",Profile,corporate,Construction and development,XS1019821732,International bonds,3%,"500,000,000 EUR","1,000 EUR",22jan2024, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Heineken,"Heineken N.V. produces and distributes beverages internationally. The Company produces beers, spirits, wines, and soft drinks under various brand names.",Profile,corporate,Food industry,XS1024136282,International bonds,3.5%,"200,000,000 EUR","100,000 EUR",30jul2029, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
DSM,DSM,Borrower,corporate,Chemical and petrochemical industry,XS1041772986,International bonds,2.375%,"500,000,000 EUR","1,000 EUR",3apr2024, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Royal Dutch Shell,"Royal Dutch Shell PLC, through subsidiaries, explores, produces, and refines petroleum. The Company produces fuels, chemicals, and lubricants. Royal Dutch Shell owns and operates gasoline filling stations worldwide. The company was incorporated in 2005 in the ...",Profile,corporate,Oil and gas,XS1048529041,International bonds,2.5%,"1,000,000,000 EUR","1,000 EUR",24mar2026, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Airbus,"Airbus SE, through its subsidiaries, provides aerospace products, services, and solutions worldwide.",Profile,corporate,Engineering industry,XS1050846507,International bonds,2.375%,"1,000,000,000 EUR","1,000 EUR",2apr2024, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Wolters Kluwer,Wolters Kluwer,Borrower,corporate,Other sectors,XS1067329570,International bonds,2.5%,"400,000,000 EUR","1,000 EUR",13may2024, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SPP Distribucia,"SPP – distribúcia is the owner and operator of a gas distribution network, which accounts for approximately 98% of the volumes distributed in the territory of the Slovak Republic. The company is responsible for the reliable, ...",Profile,corporate,Public utilities,XS1077088984,International bonds,2.625%,"500,000,000 EUR","1,000 EUR",23jun2021, EUR,Slovakia,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Energias de Portugal,Energias de Portugal,Borrower,corporate,Power,XS1111324700,International bonds,2.625%,"1,000,000,000 EUR","1,000 EUR",18jan2022, EUR,Portugal,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Citycon Oyj,"Citycon Oyj, a real estate investment company, owns and operates retail properties in Finland, Sweden, and the Baltic countries.",Profile,corporate,Construction and development,XS1114434167,International bonds,2.5%,"550,000,000 EUR","1,000 EUR",1oct2024, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
CNH Industrial,"CNH Industrial is one of the world's largest capital goods companies, registered in the Netherlands with corporate offices in London.",Profile,corporate,Engineering industry,XS1114452060,International bonds,2.875%,"367,272,000 EUR","1,000 EUR",27sep2021, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Exor NV,"Exor N.V. is an Italian leading investment company, incorporated in The Netherlands and controlled by Italy's Agnelli/Elkann family.",Profile,corporate,Financial institutions,XS1119021357,International bonds,2.5%,"650,000,000 EUR","1,000 EUR",8oct2024, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Airbus,"Airbus SE, through its subsidiaries, provides aerospace products, services, and solutions worldwide.",Profile,corporate,Engineering industry,XS1128224703,International bonds,2.125%,"500,000,000 EUR","1,000 EUR",29oct2029, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Nestle S.A.,"Nestle S.A. is a Swiss transnational food and drink company headquartered in Vevey, Vaud, Switzerland. It has been the largest food company in the world, measured by revenues and other metrics, for 2014, 2015, and 2016. ...",Profile,corporate,Food industry,XS1132789949,International bonds,0.75%,"500,000,000 EUR","1,000 EUR",8nov2021, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Akzo Nobel,"Akzo Nobel is a Dutch multinational, active in the fields of decorative paints, performance coatings and specialty chemicals. Headquartered in Amsterdam, the company has activities in more than 80 countries, and employs approximately 50,000 people.",Profile,corporate,Chemical and petrochemical industry,XS1134519120,International bonds,1.75%,"500,000,000 EUR","1,000 EUR",7nov2024, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Novartis,"Novartis manufactures pharmaceutical and consumer healthcare products. The Company produces pharmaceuticals for cardiovascular, respiratory and infectious diseases, oncology, neuroscience, transplantation, dermatology, gastrointestinal and urinary conditions, arthritis, vaccines and diagnostics, vision, and animal health products.",Profile,corporate,Healthсare,XS1134729794,International bonds,1.625%,"600,000,000 EUR","1,000 EUR",9nov2026, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Novartis,"Novartis manufactures pharmaceutical and consumer healthcare products. The Company produces pharmaceuticals for cardiovascular, respiratory and infectious diseases, oncology, neuroscience, transplantation, dermatology, gastrointestinal and urinary conditions, arthritis, vaccines and diagnostics, vision, and animal health products.",Profile,corporate,Healthсare,XS1134758116,International bonds,0.75%,"600,000,000 EUR","1,000 EUR",9nov2021, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Royal Dutch Shell,"Royal Dutch Shell PLC, through subsidiaries, explores, produces, and refines petroleum. The Company produces fuels, chemicals, and lubricants. Royal Dutch Shell owns and operates gasoline filling stations worldwide. The company was incorporated in 2005 in the ...",Profile,corporate,Oil and gas,XS1135276332,International bonds,1%,"1,000,000,000 EUR","1,000 EUR",6apr2022, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Royal Dutch Shell,"Royal Dutch Shell PLC, through subsidiaries, explores, produces, and refines petroleum. The Company produces fuels, chemicals, and lubricants. Royal Dutch Shell owns and operates gasoline filling stations worldwide. The company was incorporated in 2005 in the ...",Profile,corporate,Oil and gas,XS1135277140,International bonds,1.625%,"1,250,000,000 EUR","1,000 EUR",20jan2027, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Urenco,URENCO operates in a pivotal area of the nuclear fuel supply chain which ends with the sustainable generation of electricity for consumers around the world. The supply chain itself can be subdivided into four key processes: ...,Profile,corporate,Non-ferrous metals,XS1145750037,International bonds,2.375%,"500,000,000 EUR","1,000 EUR",2dec2024, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Eurofins Scientific,Eurofins Scientific,Borrower,corporate,Other sectors,XS1174211471,International bonds,2.25%,"500,000,000 EUR","1,000 EUR",27jan2022, EUR,France,Early redeemed,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Unilever,"Unilever PLC (PLC), is a supplier of fast moving consumer goods. The two parent companies, Unilever N.V. (NV) and PLC, together with their group companies, operate as Unilever Group (Unilever). Its products are grouped into four ...",Profile,corporate,Chemical and petrochemical industry,XS1178970106,International bonds,0.5%,"750,000,000 EUR","1,000 EUR",3feb2022, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
SPP Infrastructure,SPP – a reliable supplier of energies and services We are a multinational energy company with a key position among gas market players in Europe. Our company follows on from over 155 years of gas industry tradition ...,Profile,corporate,Power,XS1185941850,International bonds,2.625%,"500,000,000 EUR","1,000 EUR",12feb2025, EUR,Slovakia,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Redes Energeticas Nacionais (REN),A Portuguese energy sector company which is the current concession holder of the country's two main energy infrastructure networks: the National Electricity Transmission Grid (RNT) and the National Natural Gas Transportation Grid (RNTGN).,Profile,corporate,Power,XS1189286286,International bonds,2.5%,"500,000,000 EUR","1,000 EUR",12feb2025, EUR,Portugal,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Roche Holding AG,"Roche Holding AG operates in the pharmaceuticals and diagnostics businesses in Switzerland, European Union, and internationally. It discovers, develops, and delivers diagnostic and therapeutic products and services that enable patients and healthcare professionals in the detection, ...",Profile,corporate,Healthсare,XS1195056079,International bonds,0.875%,"1,000,000,000 EUR","1,000 EUR",25feb2025, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
NN Group,"NN Group N.V., an insurance and investment management company, provides life and non-life insurance products primarily in the Netherlands, Belgium, rest of Europe, and Asia. The company offers group and individual life insurance; and motor, transport, ...",Profile,corporate,Financial institutions,XS1204254715,International bonds,1%,"600,000,000 EUR","1,000 EUR",18mar2022, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
DSM,DSM,Borrower,corporate,Chemical and petrochemical industry,XS1215181980,International bonds,1%,"500,000,000 EUR","1,000 EUR",9apr2025, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Energias de Portugal,Energias de Portugal,Borrower,corporate,Power,XS1222590488,International bonds,2%,"750,000,000 EUR","1,000 EUR",22apr2025, EUR,Portugal,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Michelin,"Compagnie Generale des Etablissements Michelin engages in the development, production, marketing, and sale of tires worldwide. It offers tires for cars, vans, trucks, farm machinery, motorcycles, scooters, bicycles, aircraft, subway trains, tramways, mining, and earthmovers and ...",Profile,corporate,Chemical and petrochemical industry,XS1233732194,International bonds,1.125%,"300,000,000 EUR","1,000 EUR",28may2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Michelin,"Compagnie Generale des Etablissements Michelin engages in the development, production, marketing, and sale of tires worldwide. It offers tires for cars, vans, trucks, farm machinery, motorcycles, scooters, bicycles, aircraft, subway trains, tramways, mining, and earthmovers and ...",Profile,corporate,Chemical and petrochemical industry,XS1233734562,International bonds,1.75%,"300,000,000 EUR","1,000 EUR",28may2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
