0,bond_types,bond_amounts,issue_info,ISIN_Code,quarter,year
"Domestic bonds: Aeroports de Paris, 1.5% 24jul2023, EUR
FR0012861821",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Aéroports de Paris builds, develops, and manages airports, including Paris-Charles de Gaulle, Paris-Orly, and Paris-Le Bourget. The company provides facilities to accommodate passengers and airlines, as well as offers cargo and postal services in its airports. ...
Show more
Issuer
Aeroports de Paris
Full issuer name
Aeroports de Paris S.A.
Sector
corporate
Industry
Transportation
Stocks
Aeroports de Paris, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0012861821,Q2,2017.0
"Domestic bonds: Air Liquide, 3.889% 9jun2020, EUR
FR0010908905",,"STATUS
Matured
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide SA, through its subsidiaries, produces, markets, and sells industrial and healthcare gases, including liquid nitrogen, argon, carbon dioxide, and oxygen worldwide. The Company also produces welding, diving, and technical-medical equipment. Air Liquide sells its ...
Show more
Issuer
Air Liquide
Full issuer name
Air Liquide S.A.
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Air Liquide, ordinary share
Air Liquide, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Nominal
Nominal
50,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0010908905,Q2,2017.0
"Domestic bonds: Air Liquide Finance, 2.125% 15oct2021, EUR
FR0011344076",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...
Show more
Issuer
Air Liquide Finance
Full issuer name
Air Liquide Finance SA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0011344076,Q2,2017.0
"Domestic bonds: Air Liquide, 1.5% 17jun2019, EUR
FR0011521277",,"STATUS
Matured
AMOUNT
250,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide SA, through its subsidiaries, produces, markets, and sells industrial and healthcare gases, including liquid nitrogen, argon, carbon dioxide, and oxygen worldwide. The Company also produces welding, diving, and technical-medical equipment. Air Liquide sells its ...
Show more
Issuer
Air Liquide
Full issuer name
Air Liquide S.A.
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Air Liquide, ordinary share
Air Liquide, depositary receipt
Volume
Placement amount
250,000,000 EUR
Outstanding amount
250,000,000 EUR
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0011521277,Q2,2017.0
"Domestic bonds: Air Liquide Finance, 1.875% 5jun2024, EUR
FR0011951771",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...
Show more
Issuer
Air Liquide Finance
Full issuer name
Air Liquide Finance SA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0011951771,Q2,2017.0
"Domestic bonds: Air Liquide Finance, 1.25% 3jun2025, EUR
FR0012766889",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...
Show more
Issuer
Air Liquide Finance
Full issuer name
Air Liquide Finance SA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0012766889,Q2,2017.0
"Domestic bonds: Air Liquide Finance, 0.375% 18apr2022, EUR
FR0013153822",,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...
Show more
Issuer
Air Liquide Finance
Full issuer name
Air Liquide Finance SA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
362,277,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013153822,Q2,2017.0
"Domestic bonds: Air Liquide Finance, 0.125% 13jun2020, EUR
FR0013182805",,"STATUS
Matured
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...
Show more
Issuer
Air Liquide Finance
Full issuer name
Air Liquide Finance SA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013182805,Q2,2017.0
"Domestic bonds: Air Liquide Finance, 0.5% 13jun2022, EUR
FR0013182821",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...
Show more
Issuer
Air Liquide Finance
Full issuer name
Air Liquide Finance SA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013182821,Q2,2017.0
"Domestic bonds: Air Liquide Finance, 0.75% 13jun2024, EUR
FR0013182839",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...
Show more
Issuer
Air Liquide Finance
Full issuer name
Air Liquide Finance SA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013182839,Q2,2017.0
"Domestic bonds: Air Liquide Finance, 1.25% 13jun2028, EUR
FR0013182847",,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...
Show more
Issuer
Air Liquide Finance
Full issuer name
Air Liquide Finance SA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,207,590,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013182847,Q2,2017.0
"Domestic bonds: Air Liquide, 1% 8mar2027, EUR
FR0013241346",,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide SA, through its subsidiaries, produces, markets, and sells industrial and healthcare gases, including liquid nitrogen, argon, carbon dioxide, and oxygen worldwide. The Company also produces welding, diving, and technical-medical equipment. Air Liquide sells its ...
Show more
Issuer
Air Liquide
Full issuer name
Air Liquide S.A.
Sector
corporate
Industry
Chemical and petrochemical industry
SPV / Issuer
Air Liquide Finance
Stocks
Air Liquide, ordinary share
Air Liquide, depositary receipt
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
724,554,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013241346,Q2,2017.0
"Domestic bonds: Air Liquide, 2.908% 12oct2018, EUR
FR0010948257",,"STATUS
Matured
AMOUNT
456,750,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide SA, through its subsidiaries, produces, markets, and sells industrial and healthcare gases, including liquid nitrogen, argon, carbon dioxide, and oxygen worldwide. The Company also produces welding, diving, and technical-medical equipment. Air Liquide sells its ...
Show more
Issuer
Air Liquide
Full issuer name
Air Liquide S.A.
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Air Liquide, ordinary share
Air Liquide, depositary receipt
Volume
Placement amount
456,750,000 EUR
Outstanding amount
456,750,000 EUR
Nominal
Nominal
50,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0010948257,Q2,2017.0
"Domestic bonds: Air Liquide, 2.375% 6sep2023, EUR
FR0011439835",,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Air Liquide SA, through its subsidiaries, produces, markets, and sells industrial and healthcare gases, including liquid nitrogen, argon, carbon dioxide, and oxygen worldwide. The Company also produces welding, diving, and technical-medical equipment. Air Liquide sells its ...
Show more
Issuer
Air Liquide
Full issuer name
Air Liquide S.A.
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Air Liquide, ordinary share
Air Liquide, depositary receipt
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
362,277,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0011439835,Q2,2017.0
"International bonds: Airbus, 2.375% 2apr2024, EUR
XS1050846507",Senior Unsecured,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Airbus SE, through its subsidiaries, provides aerospace products, services, and solutions worldwide.
Borrower
Airbus
Full issuer name
Airbus S.E.
Sector
corporate
Industry
Engineering industry
SPV / Issuer
AIRBUS FINANCE
Stocks
Airbus, ordinary share
Airbus, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,207,590,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1050846507,Q2,2017.0
"International bonds: Airbus, 2.125% 29oct2029, EUR
XS1128224703",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Airbus SE, through its subsidiaries, provides aerospace products, services, and solutions worldwide.
Borrower
Airbus
Full issuer name
Airbus S.E.
Sector
corporate
Industry
Engineering industry
SPV / Issuer
AIRBUS FINANCE
Stocks
Airbus, ordinary share
Airbus, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1128224703,Q2,2017.0
"International bonds: Airbus, 1.375% 13may2031, EUR
XS1410582313",Senior Unsecured,"STATUS
Outstanding
AMOUNT
900,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Airbus SE, through its subsidiaries, provides aerospace products, services, and solutions worldwide.
Borrower
Airbus
Full issuer name
Airbus S.E.
Sector
corporate
Industry
Engineering industry
SPV / Issuer
AIRBUS FINANCE
Stocks
Airbus, ordinary share
Airbus, depositary receipt
Volume
Placement amount
900,000,000 EUR
Outstanding amount
900,000,000 EUR
Outstanding face value amount
900,000,000 EUR
USD equivalent
1,086,831,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1410582313,Q2,2017.0
"International bonds: Airbus, 0.875% 13may2026, EUR
XS1410582586",Senior Unsecured,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Airbus SE, through its subsidiaries, provides aerospace products, services, and solutions worldwide.
Borrower
Airbus
Full issuer name
Airbus S.E.
Sector
corporate
Industry
Engineering industry
SPV / Issuer
AIRBUS FINANCE
Stocks
Airbus, ordinary share
Airbus, depositary receipt
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
724,554,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1410582586,Q2,2017.0
"International bonds: Akzo Nobel, 4% 17dec2018, EUR
XS0719962986",,"STATUS
Matured
AMOUNT
800,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Akzo Nobel is a Dutch multinational, active in the fields of decorative paints, performance coatings and specialty chemicals. Headquartered in Amsterdam, the company has activities in more than 80 countries, and employs approximately 50,000 people.
Borrower
Akzo Nobel
Full issuer name
Akzo Nobel N.V.
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Akzo Nobel, ordinary share
Akzo Nobel, depositary receipt
Volume
Placement amount
800,000,000 EUR
Outstanding amount
800,000,000 EUR
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0719962986,Q2,2017.0
"International bonds: Akzo Nobel, 1.75% 7nov2024, EUR
XS1134519120",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Akzo Nobel is a Dutch multinational, active in the fields of decorative paints, performance coatings and specialty chemicals. Headquartered in Amsterdam, the company has activities in more than 80 countries, and employs approximately 50,000 people.
Borrower
Akzo Nobel
Full issuer name
Akzo Nobel N.V.
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Akzo Nobel, ordinary share
Akzo Nobel, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1134519120,Q2,2017.0
